,node_name,BGN,BGNx3,Base,I,UG+I,V,V&I,node_id,neighborhood
92,J672-S_flow,5.292491542192858,5.2740819240714085,5.2986764959619554,5.356905869250435,5.282354609571147,5.213544999963328,5.261689535474977,J672-S,"('Canton', 'Harris Creek')"
93,J675-S_flow,2.8619504671207325,2.862304784818501,2.8623107231039384,2.8622651962489183,2.862374064815272,2.862148409968648,2.8621701836819184,J675-S,"('Canton', 'Harris Creek')"
94,J686-S_flow,2.144960166227427,2.1443309925922653,2.144356673148803,2.1442821995348447,2.1444337148184145,2.143655593955337,2.143843062018058,J686-S,"('Canton', 'Harris Creek')"
95,J694-S_flow,0.0251573852112966,0.0251573852112966,0.0251573852112966,0.0251667070492202,0.0251573852112966,0.0251573852112966,0.0251703518747374,J694-S,"('Canton', 'Harris Creek')"
96,J695-S_flow,5.676389511413047,5.669240771533548,5.678587890689463,5.247740201995206,5.672430080084683,5.628671112871311,5.200659680927812,J695-S,"('Canton', 'Harris Creek')"
97,J712-S_flow,2.886590630526778,2.4359461050191937,2.885797290256728,2.885699388691488,2.885898567738011,2.8296622624744354,2.8299075667093345,J712-S,"('Patterson Park', 'Harris Creek')"
98,J714-S_flow,3.6682802035621775,3.668507780422884,3.668511594560216,3.668482352840683,3.668552278691737,3.667383326506208,3.667397286691873,J714-S,"('Upper Fells Point', 'Northside, Drains to Harbor')"
99,J71-S_flow,3.086461685644025,3.0857551933077025,3.085929137324181,2.639899322842047,3.0857589832524552,3.0602908260670643,2.616552867775382,J71-S,"('Federal Hill', 'Southside, Drains to Harbor')"
100,J722-S_flow,1.1427189615147708,1.1427010604440655,1.1427017911000128,1.142699672197766,1.1427039830678545,1.1426818441926554,1.1426871779810697,J722-S,"('Fells Point', 'Northside, Drains to Harbor')"
101,J72-S_flow,1.939187075211772,1.93862711047012,1.9386499661738608,1.938583684633012,1.9387185332850831,1.9157385210481088,1.9159034832178037,J72-S,"('Federal Hill', 'Southside, Drains to Harbor')"
102,J732-S_flow,3.4882640835867296,3.4884380810454605,3.488442128765105,3.491968674237157,3.4884709016013216,3.487459805950283,3.4910187866292564,J732-S,"('Fells Point', 'Northside, Drains to Harbor')"
103,J733-S_flow,1.7140973677226188,1.7136608614763802,1.7136786780578592,1.7136270099715698,1.7137321278022968,1.7131922853834791,1.7133223464282767,J733-S,"('Canton', 'Northside, Drains to Harbor')"
104,J748-S_flow,3.1904436886910568,3.1439054428889923,3.201231026219897,1.8793545331595565,3.006090557575391,3.0401498302335925,1.8014125150897666,J748-S,"('Washington Hill', 'Canal Street Creek')"
105,J749-S_flow,4.149942543452234,3.33020791370059,4.150570988377229,3.3029923174404394,4.141935690513686,4.004759408659944,3.197071105230253,J749-S,"('Fells Point', 'Canal Street Creek')"
106,J751-S_flow,2.1078606556199104,2.107934452830361,2.1079356896551174,2.107926207331987,2.1079488824525163,2.096607435580801,2.0966158410246427,J751-S,"('Fells Point', 'Northside, Drains to Harbor')"
107,J756-S_flow,5.905764628261906,5.906755465670871,5.906772071884429,5.906644757580485,5.906949204829049,5.723110248633426,5.723165052965588,J756-S,"('Upper Fells Point', 'Northside, Drains to Harbor')"
108,J758-S_flow,2.0587554066830527,2.058796514183405,2.058797212532511,2.0587919249570312,2.0588045513356743,2.0432721892902164,2.043276517334979,J758-S,"('Fells Point', 'Northside, Drains to Harbor')"
109,J760-S_flow,1.1195101810147814,1.1195384462211475,1.1195409539621608,1.1254860631460342,1.1195126799844315,1.119536624874507,1.1254993228729586,J760-S,"('Fells Point', 'Northside, Drains to Harbor')"
110,J761-S_flow,3.886434397234517,3.157820362108112,3.886584606813648,2.9547732750735967,3.868095519613224,3.7550250656320703,2.850822152532764,J761-S,"('Fells Point', 'Canal Street Creek')"
111,J762-S_flow,2.307780471730403,2.3071759217287053,2.307200597238978,2.307129038259186,2.307274623769799,2.303310007161358,2.303489122123357,J762-S,"('Canton Industrial Area', 'Northside, Drains to Harbor')"
112,J764-S_flow,1.8065867874294728,1.8066712016094133,1.8066736200785205,1.7454613032965862,1.8066858023184853,1.786174847156918,1.7266413563981915,J764-S,"('Fells Point', 'Northside, Drains to Harbor')"
113,J765-S_flow,0.7472763204312872,0.7471484100053952,0.7471642326055201,0.6867680201396182,0.7472653332107989,0.7471817665500998,0.6867832460724257,J765-S,"('Fells Point', 'Northside, Drains to Harbor')"
114,J772-S_flow,5.2381667839996044,5.238161295679442,5.238161127551986,5.23642614747651,5.23816046378243,4.838395346448388,4.836527545182562,J772-S,"('Canton', 'Northside, Drains to Harbor')"
115,J782-S_flow,0.970026068350504,0.970026068350504,0.970026068350504,0.9715371039176276,0.970026068350504,0.9575066903795116,0.9595741026890384,J782-S,"('Patterson Park', 'Harris Creek')"
116,J787-S_flow,2.755077202645346,2.755517569162879,2.7555249496073064,2.755468366200026,2.755603674347872,2.738842015404765,2.7388690545907792,J787-S,"('Berea', 'Armistead Creek')"
117,J789-S_flow,3.608714436265733,3.422446464229086,3.6897156971270144,2.128783506826644,3.216939769301622,3.266166738447516,2.066411980401694,J789-S,"('Dunbar-Broadway', 'Canal Street Creek')"
118,J78-S_flow,3.5764405197781435,3.5753217924311014,3.575367454771797,3.5752350339837795,3.575504441793884,3.518447373887539,3.5187745536024924,J78-S,"('Federal Hill', 'Southside, Drains to Harbor')"
119,J792-S_flow,4.533840284862855,4.534490111794625,4.534501002748789,4.534417505433534,4.534617172926536,4.488012217187388,4.488052132927221,J792-S,"('Canton', 'Northside, Drains to Harbor')"
120,J799-S_flow,1.290901042972023,1.2909006239114302,1.2909007279133018,1.1220843703350312,1.290900538950044,1.2799513267130294,1.1062120359337269,J799-S,"('Fells Point', 'Northside, Drains to Harbor')"
121,J7-S_flow,2.234934543693746,2.234629551212882,2.2346502696653934,2.234980967254732,2.2346435426921785,2.231304307241603,2.231758230577209,J7-S,"('Canton Industrial Area', 'Northside, Drains to Harbor')"
122,J801-S_flow,3.022082933869108,3.0220832873163794,3.047641939160375,2.4869479924565883,2.9240821190298383,2.8969277777701827,2.3554063760219885,J801-S,"('Broadway East', 'Canal Street Creek')"
123,J80-S_flow,3.133506287997944,3.1328054654782087,3.132973513285242,2.6813034766962205,3.1328074307211424,3.107195811196187,2.657779898632583,J80-S,"('Federal Hill', 'Southside, Drains to Harbor')"
124,J88-S_flow,3.4991862031746663,3.499226930722516,3.4992276139498646,3.4992636507323045,3.499234899105828,3.4400760897511944,3.4401180958013464,J88-S,"('Federal Hill', 'Southside, Drains to Harbor')"
125,J8-S_flow,1.5573246689725897,1.5573124546224155,1.5573264902248962,1.5512542195261063,1.5572377159606912,1.5377820589876614,1.53194917388066,J8-S,"('Canton Industrial Area', 'Northside, Drains to Harbor')"
